author,novel,book_id,pub_year,chapter_index,chapter_title,n_sentences,n_tokens,n_tokens_alpha,mean_sentence_len_tokens,var_sentence_len,var_sentence_len_tokens,mean_word_len,var_word_len,ttr,mtld,flesch_reading_ease,flesch_kincaid_grade,word_entropy_bits,vader_compound,vader_pos,vader_neu,vader_neg,n_unique_lemmas,pos_univ_.,pos_univ_ADJ,pos_univ_ADP,pos_univ_ADV,pos_univ_CONJ,pos_univ_DET,pos_univ_NOUN,pos_univ_NUM,pos_univ_PRON,pos_univ_PRT,pos_univ_VERB,pos_univ_X,pos_penn_'',pos_penn_CC,pos_penn_CD,pos_penn_DT,pos_penn_EX,pos_penn_FW,pos_penn_IN,pos_penn_JJ,pos_penn_JJR,pos_penn_JJS,pos_penn_MD,pos_penn_NN,pos_penn_NNP,pos_penn_NNPS,pos_penn_NNS,pos_penn_PDT,pos_penn_POS,pos_penn_PRP,pos_penn_PRP$,pos_penn_RB,pos_penn_RBR,pos_penn_RBS,pos_penn_RP,pos_penn_TO,pos_penn_UH,pos_penn_VB,pos_penn_VBD,pos_penn_VBG,pos_penn_VBN,pos_penn_VBP,pos_penn_VBZ,pos_penn_WDT,pos_penn_WP,pos_penn_WP$,pos_penn_WRB,pos_univ_prop_.,pos_univ_prop_ADJ,pos_univ_prop_ADP,pos_univ_prop_ADV,pos_univ_prop_CONJ,pos_univ_prop_DET,pos_univ_prop_NOUN,pos_univ_prop_NUM,pos_univ_prop_PRON,pos_univ_prop_PRT,pos_univ_prop_VERB,pos_univ_prop_X,pos_penn_prop_'',pos_penn_prop_CC,pos_penn_prop_CD,pos_penn_prop_DT,pos_penn_prop_EX,pos_penn_prop_FW,pos_penn_prop_IN,pos_penn_prop_JJ,pos_penn_prop_JJR,pos_penn_prop_JJS,pos_penn_prop_MD,pos_penn_prop_NN,pos_penn_prop_NNP,pos_penn_prop_NNPS,pos_penn_prop_NNS,pos_penn_prop_PDT,pos_penn_prop_POS,pos_penn_prop_PRP,pos_penn_prop_PRP$,pos_penn_prop_RB,pos_penn_prop_RBR,pos_penn_prop_RBS,pos_penn_prop_RP,pos_penn_prop_TO,pos_penn_prop_UH,pos_penn_prop_VB,pos_penn_prop_VBD,pos_penn_prop_VBG,pos_penn_prop_VBN,pos_penn_prop_VBP,pos_penn_prop_VBZ,pos_penn_prop_WDT,pos_penn_prop_WP,pos_penn_prop_WP$,pos_penn_prop_WRB,sample_sentences,pos_penn_$,pos_penn_prop_$
Dickens,PickwickPapers,PickwickPapers,1837,11,"CHAPTER XI. INVOLVING ANOTHER JOURNEY, AND AN ANTIQUARIAN DISCOVERY;",335,8687,7233,25.93134328358209,464.8161817776787,464.8161817776787,4.3156366652841145,5.516715262430024,0.2623,78.6801,69.50368474131847,8.135023307672483,8.752791919915179,0.9998,0.13,0.773,0.097,1750,,494,902,415,353,830,1585,39,943,210,1461,1,,353,39,752,10,1,902,479,8,7,78,1097,215,1,272,10,1,660,248,344,12,4,34,175,0,230,613,133,237,99,71,58,29,6,55,,0.068298078,0.12470620765933914,0.057375916,0.048804092354486385,0.11475183188165353,0.2191345223282179,0.005391954,0.13037467164385455,0.029033596,0.20199087515553713,0.000138255,,0.048804092354486385,0.005391954,0.1039679247891608,0.001382552,0.000138255,0.12470620765933914,0.06622425,0.001106042,0.000967787,0.010783907092492741,0.151665975,0.029724872,0.000138255,0.037605419604590073,0.001382552,0.000138255,0.091248445,0.034287294,0.047559795,0.001659063,0.000553021,0.004700677,0.024194663348541406,0,0.031798700400940134,0.084750449,0.018387944,0.032766486934881794,0.013687266694317711,0.009816121,0.008018803,0.004009401,0.000829531,0.007604037,[],,
Dickens,PickwickPapers,PickwickPapers,1837,12,CHAPTER XII. DESCRIPTIVE OF A VERY IMPORTANT PROCEEDING ON THE PART OF,87,2874,2086,33.03448275862069,736.4700753071739,736.4700753071739,4.491371045,6.795467247752216,0.3571,87.1115,65.43681169071817,7.329041553932623,8.130311215800676,0.9996,0.127,0.82,0.053,749,,147,243,123,84,235,569,14,210,63,397,1,,84,14,215,3,1,243,140,5,2,18,326,182,2,59,2,0,150,53,110,2,3,9,54,0,70,153,24,50,54,28,15,7,0,8,,0.070469799,0.11649089165867689,0.058964525,0.040268456375838924,0.11265580057526366,0.27277085330776607,0.006711409,0.10067114093959731,0.030201342281879196,0.19031639501438158,0.000479386,,0.040268456375838924,0.006711409,0.10306807286673059,0.001438159,0.000479386,0.11649089165867689,0.067114094,0.002396932,0.000958773,0.008628955,0.15627996164908917,0.087248322,0.000958773,0.028283797,0.000958773,0,0.071907958,0.025407478427612654,0.052732502396931925,0.000958773,0.001438159,0.004314477,0.025886865,0,0.033557047,0.073346117,0.011505273250239693,0.023969319271332695,0.025886865,0.013422818791946308,0.007190796,0.003355705,0,0.003835091,[],,
Dickens,PickwickPapers,PickwickPapers,1837,13,CHAPTER XIII. SOME ACCOUNT OF EATANSWILL; OF THE STATE OF PARTIES,232,8831,6783,38.064655172413794,922.9311645362664,922.9311645362664,4.491375497567448,6.194198063778224,0.258,73.7551,63.14434882256461,8.757207618182882,8.695557081489268,1,0.15,0.803,0.047,1667,,455,874,325,281,927,1887,45,570,187,1230,2,,281,45,831,21,1,874,444,2,9,62,1039,555,1,292,12,0,366,168,280,13,8,24,163,1,186,442,111,195,143,91,63,35,1,24,,0.067079463,0.12885154061624648,0.047913902,0.041427097154651336,0.13666519239274658,0.2781954887218045,0.006634233,0.084033613,0.027568922,0.18133569217160547,0.000294855,,0.041427097154651336,0.006634233,0.12251216275984078,0.003095975,0.000147427,0.12885154061624648,0.065457762,0.000294855,0.001326847,0.009140498,0.15317706029780334,0.081822203,0.000147427,0.043048798,0.001769129,0,0.053958425,0.024767802,0.04127967,0.001916556,0.001179419,0.003538257,0.024030664897537964,0.000147427,0.027421494913754976,0.065162907,0.016364440513047324,0.028748341441839895,0.021082117057349255,0.013415892672858616,0.009287926,0.005159959,0.000147427,0.003538257,[],,
Dickens,PickwickPapers,PickwickPapers,1837,14,CHAPTER XIV. COMPRISING A BRIEF DESCRIPTION OF THE COMPANY AT THE,256,8673,6766,33.87890625,615.4970550537109,615.4970550537109,4.162281998226426,4.941149034281317,0.2322,74.5727,69.40886072353055,8.667558828569625,8.526470580388164,1,0.141,0.797,0.062,1504,,561,812,436,281,868,1653,33,661,183,1275,3,,281,33,788,19,1,812,541,14,6,79,1073,360,0,220,18,0,481,144,390,13,6,43,140,2,223,534,118,132,120,69,43,33,3,27,,0.082914573,0.12001182382500739,0.064439846,0.041531185,0.12828850133018033,0.24430978421519361,0.004877328,0.097694354,0.027046999704404374,0.1884422110552764,0.000443393,,0.041531185,0.004877328,0.11646467632279042,0.002808158,0.000147798,0.12001182382500739,0.079958617,0.002069169,0.000886787,0.011676027194797517,0.1585870529116169,0.053207213,0,0.032515519,0.002660361,0,0.071090748,0.021282885013301802,0.057641147,0.001921372,0.000886787,0.006355306,0.020691693762932308,0.000295596,0.032958912,0.078924032,0.017440142,0.019509311,0.017735737511084836,0.010198049,0.006355306,0.004877328,0.000443393,0.003990541,[],,
Dickens,PickwickPapers,PickwickPapers,1837,15,CHAPTER XV. IN WHICH IS GIVEN A FAITHFUL PORTRAITURE OF TWO,203,6614,4836,32.58128078817734,934.2630978669708,934.2630978669708,4.499586435070306,6.096567240047589,0.2901,89.8319,64.99628835295758,7.557862002,8.679432916991257,1,0.144,0.813,0.043,1355,,352,554,263,177,543,1365,22,453,134,973,0,,177,22,484,14,0,554,338,10,4,63,682,498,4,181,14,1,284,124,229,8,4,23,110,0,158,337,98,144,112,61,31,43,2,22,,0.072787428,0.11455748552522746,0.054383788254755996,0.036600496,0.11228287841191067,0.28225806451612906,0.004549214,0.093672457,0.027708850289495452,0.2011993382961125,0,,0.036600496,0.004549214,0.1000827129859388,0.002894955,0,0.11455748552522746,0.069892473,0.002067825,0.00082713,0.013027295285359801,0.14102564102564102,0.10297766749379653,0.00082713,0.037427626137303556,0.002894955,0.000206782,0.058726220016542596,0.025641026,0.047353184449958646,0.00165426,0.00082713,0.004755997,0.022746071133167907,0,0.032671629,0.069685691,0.020264681555004136,0.029776675,0.023159636,0.012613730355665839,0.006410256,0.008891646,0.000413565,0.004549214,[],,
Dickens,PickwickPapers,PickwickPapers,1837,16,CHAPTER XVI. TOO FULL OF ADVENTURE TO BE BRIEFLY DESCRIBED,299,9362,6938,31.31103678929766,484.81629959396423,484.81629959396423,4.218939175554915,5.338199970068044,0.2391,88.1416,73.98584344,6.3749123486036545,8.682490253937221,0.9999,0.106,0.829,0.066,1545,,469,792,405,264,857,1785,41,734,171,1420,0,,264,41,779,19,0,792,449,12,8,82,1138,451,3,193,11,0,502,182,343,11,5,39,132,0,212,465,138,171,215,137,48,45,5,46,,0.067598732,0.11415393485154224,0.058374171,0.038051312,0.12352262899971174,0.2572787546843471,0.005909484,0.10579417699625253,0.024646872297492073,0.2046699336984722,0,,0.038051312,0.005909484,0.11228019602190834,0.002738541,0,0.11415393485154224,0.064716057,0.001729605,0.00115307,0.011818968,0.1640242144710291,0.065004324,0.000432401,0.027817814932257136,0.001585471,0,0.072355146,0.026232343614874604,0.049437878,0.001585471,0.000720669,0.005621216,0.019025656,0,0.030556356298645143,0.067022197,0.019890458,0.024646872297492073,0.030988757567022195,0.019746324589218794,0.00691842,0.006486019,0.000720669,0.006630153,[],,
Dickens,PickwickPapers,PickwickPapers,1837,17,"CHAPTER XVII. SHOWING THAT AN ATTACK OF RHEUMATISM, IN SOME CASES, ACTS",83,4161,3506,50.13253012048193,970.2354478153578,970.2354478153578,4.348545350827154,5.135789384281009,0.2875,76.9736,51.771352637540375,14.681585905317906,8.255364726678446,0.9999,0.149,0.779,0.072,954,,294,468,223,171,393,869,19,328,115,625,1,,171,19,357,10,0,468,285,4,5,41,531,233,0,105,4,0,190,113,183,7,5,25,90,1,122,257,70,96,23,16,22,25,0,28,,0.083856246,0.13348545350827154,0.063605248,0.048773531,0.11209355390758699,0.24786081003993155,0.005419281,0.093553908,0.032800913,0.1782658300057045,0.000285225,,0.048773531,0.005419281,0.10182544209925841,0.002852253,0,0.13348545350827154,0.081289218,0.001140901,0.001426127,0.011694238448374215,0.15145464917284654,0.066457501,0,0.029948659440958356,0.001140901,0,0.054192812,0.032230462,0.052196235,0.001996577,0.001426127,0.007130633,0.02567028,0.000285225,0.03479749,0.073302909,0.019965772960638905,0.027381631488876214,0.006560183,0.004563605,0.006274957,0.007130633,0,0.007986309,[],,
Dickens,PickwickPapers,PickwickPapers,1837,18,"CHAPTER XVIII. BRIEFLY ILLUSTRATIVE OF TWO POINTS; FIRST, THE POWER OF",162,5028,3673,31.037037037037038,622.2578875171467,622.2578875171467,4.360196025047645,5.973444230564107,0.3008,84.6158,70.05825983851024,6.627061686186078,8.464479446,0.9828,0.096,0.816,0.088,1080,,229,439,209,127,390,944,14,426,120,772,3,,127,14,357,8,2,439,219,7,3,45,537,316,2,89,3,0,278,121,180,5,4,22,98,1,151,261,68,90,100,57,22,25,2,20,,0.062346855,0.11952082766131228,0.056901715,0.03457664,0.10618023414102913,0.25701061802341413,0.003811598,0.11598148652327797,0.032670841,0.2101824121971141,0.000816771,,0.03457664,0.003811598,0.097195753,0.002178056,0.000544514,0.11952082766131228,0.059624285,0.001905799,0.000816771,0.012251565477811054,0.14620201470187857,0.086033215,0.000544514,0.024230873945004085,0.000816771,0,0.075687449,0.032943098284780835,0.049006261911244214,0.001361285,0.001089028,0.005989654,0.026681187040566295,0.000272257,0.041110809,0.07105908,0.018513476722025593,0.024503130955622107,0.027225701061802342,0.015518649605227334,0.005989654,0.006806425,0.000544514,0.00544514,[],,
Dickens,PickwickPapers,PickwickPapers,1837,19,CHAPTER XIX. A PLEASANT DAY WITH AN UNPLEASANT TERMINATION,223,6944,5111,31.13901345,617.5815721208953,617.5815721208953,4.2856583838779105,5.544695511551213,0.272,84.631,72.56012830447355,6.540197598,8.611323417165526,0.9999,0.131,0.807,0.062,1312,,384,601,337,173,576,1265,21,532,160,1062,0,,173,21,537,15,0,601,362,11,11,41,775,337,1,152,6,0,386,109,283,5,5,29,131,0,176,373,115,141,138,78,18,35,2,44,,0.075132068,0.11758951281549598,0.065936216,0.033848562,0.11269810213265506,0.24750538055175111,0.004108785,0.10408921933085502,0.031305028,0.20778712580708275,0,,0.033848562,0.004108785,0.1050675014674232,0.002934846,0,0.11758951281549598,0.070827627,0.002152221,0.002152221,0.008021914,0.15163373116806886,0.065936216,0.000195656,0.029739777,0.001173939,0,0.075523381,0.021326551,0.055370769,0.000978282,0.000978282,0.005674036,0.025630992,0,0.034435531,0.072979847,0.022500489141068284,0.027587556251222854,0.027000587,0.015261201330463705,0.003521816,0.006847975,0.000391313,0.008608883,[],,
Dickens,PickwickPapers,PickwickPapers,1837,20,"CHAPTER XX. SHOWING HOW DODSON AND FOGG WERE MEN OF BUSINESS, AND THEIR",222,8410,6150,37.88288288288288,912.4997970943917,912.4997970943917,4.231056910569106,5.451490752858749,0.2434,80.0338,71.02786409821002,7.238399836183476,8.590197388129644,0.9999,0.1,0.866,0.033,1455,,417,701,345,229,669,1676,38,629,174,1269,3,,229,38,610,14,0,701,394,14,9,80,948,558,1,169,13,0,461,127,299,6,6,34,140,3,221,449,112,142,179,86,32,39,2,34,,0.067804878,0.11398373983739837,0.056097561,0.037235772,0.10878048780487805,0.27252032520325203,0.006178862,0.10227642276422765,0.028292683,0.20634146341463414,0.000487805,,0.037235772,0.006178862,0.099186992,0.002276423,0,0.11398373983739837,0.064065041,0.002276423,0.001463415,0.013008130081300813,0.15414634146341463,0.090731707,0.000162602,0.027479675,0.002113821,0,0.07495935,0.020650407,0.048617886178861786,0.00097561,0.00097561,0.005528455,0.022764227642276424,0.000487805,0.035934959349593495,0.07300813,0.018211382113821138,0.023089430894308944,0.029105691,0.013983739837398375,0.005203252,0.006341463,0.000325203,0.005528455,[],,
